class,AA_Kmer2,AC_Kmer2,AG_Kmer2,AU_Kmer2,CA_Kmer2,CC_Kmer2,CG_Kmer2,CU_Kmer2,GA_Kmer2,GC_Kmer2,GG_Kmer2,GU_Kmer2,UA_Kmer2,UC_Kmer2,UG_Kmer2,UU_Kmer2,AA_PC-PseDNC-General,AC_PC-PseDNC-General,AG_PC-PseDNC-General,AU_PC-PseDNC-General,CA_PC-PseDNC-General,CC_PC-PseDNC-General,CG_PC-PseDNC-General,CU_PC-PseDNC-General,GA_PC-PseDNC-General,GC_PC-PseDNC-General,GG_PC-PseDNC-General,GU_PC-PseDNC-General,UA_PC-PseDNC-General,UC_PC-PseDNC-General,UG_PC-PseDNC-General,UU_PC-PseDNC-General,lambda1_PC-PseDNC-General,lambda2_PC-PseDNC-General,lambda3_PC-PseDNC-General,lambda4_PC-PseDNC-General,lambda5_PC-PseDNC-General,lambda6_PC-PseDNC-General,lambda7_PC-PseDNC-General,lambda8_PC-PseDNC-General,lambda9_PC-PseDNC-General,lambda10_PC-PseDNC-General,1_DAC,2_DAC,3_DAC,4_DAC,5_DAC,6_DAC,7_DAC,8_DAC,9_DAC,10_DAC,11_DAC,12_DAC,13_DAC,14_DAC,15_DAC,16_DAC,17_DAC,18_DAC,19_DAC,20_DAC,21_DAC,22_DAC,23_DAC,24_DAC,25_DAC,26_DAC,27_DAC,28_DAC,29_DAC,30_DAC,31_DAC,32_DAC,33_DAC,34_DAC,35_DAC,36_DAC,37_DAC,38_DAC,39_DAC,40_DAC,41_DAC,42_DAC,43_DAC,44_DAC,45_DAC,46_DAC,47_DAC,48_DAC,49_DAC,50_DAC,51_DAC,52_DAC,53_DAC,54_DAC,55_DAC,56_DAC,57_DAC,58_DAC,59_DAC,60_DAC
1,0.1,0.0,0.05,0.15,0.05,0.0,0.0,0.05,0.1,0.0,0.15,0.05,0.1,0.1,0.05,0.05,0.055,0.0,0.027,0.082,0.027,0.0,0.0,0.027,0.055,0.0,0.082,0.027,0.055,0.055,0.027,0.027,0.037,0.047,0.046,0.06,0.049,0.055,0.05,0.043,0.028,0.04,0.0,0.792,0.125,-0.188,-0.0,0.01,0.001,1.098,-0.169,1.167,0.014,0.016,-0.001,0.631,-0.008,1.167,-0.004,0.004,0.002,-2.245,0.254,0.01,-0.017,-0.031,-0.001,-3.262,0.168,-0.018,-0.03,-0.061,-0.0,-5.97,-0.137,-0.583,-0.043,-0.076,-0.0,-5.633,-0.092,0.571,0.002,-0.064,0.0,-5.032,0.306,-1.956,0.009,-0.054,0.001,-4.4,0.199,-3.172,0.011,-0.042,-0.003,-3.934,-0.049,-1.558,0.043,-0.012
1,0.0,0.05,0.1,0.05,0.0,0.05,0.15,0.0,0.15,0.0,0.0,0.15,0.0,0.1,0.05,0.15,0.0,0.019,0.038,0.019,0.0,0.019,0.057,0.0,0.057,0.0,0.0,0.057,0.0,0.038,0.019,0.057,0.064,0.07,0.078,0.053,0.055,0.062,0.073,0.068,0.032,0.066,-0.005,0.681,-0.075,-1.285,0.001,0.019,-0.004,0.225,-0.028,-1.988,0.009,0.004,-0.002,-0.515,-0.087,-1.214,0.003,0.01,0.0,1.478,-0.011,-1.688,-0.016,0.01,0.003,0.227,-0.078,4.789,-0.022,-0.028,-0.004,-1.944,0.166,3.462,-0.031,-0.067,-0.008,-1.178,-0.034,1.17,-0.023,-0.058,0.004,0.473,-0.264,-2.846,-0.052,-0.055,0.001,-0.156,-0.058,10.598,-0.059,-0.083,-0.001,-3.444,0.086,5.232,-0.098,-0.115
1,0.2,0.1,0.0,0.15,0.0,0.0,0.05,0.05,0.1,0.0,0.05,0.0,0.2,0.0,0.05,0.05,0.091,0.045,0.0,0.068,0.0,0.0,0.023,0.023,0.045,0.0,0.023,0.0,0.091,0.0,0.023,0.023,0.061,0.064,0.062,0.05,0.045,0.047,0.047,0.046,0.061,0.064,0.003,-0.693,-0.133,-0.224,0.001,0.011,-0.001,-0.586,0.205,-2.924,-0.001,-0.002,-0.002,-0.21,-0.231,-4.087,-0.024,-0.011,0.001,-2.169,0.06,4.73,-0.036,-0.04,-0.001,0.656,-0.194,3.86,-0.039,-0.054,-0.003,0.731,0.056,5.575,-0.03,-0.05,-0.005,1.522,-0.239,3.903,-0.064,-0.074,-0.001,-2.36,0.136,3.702,-0.088,-0.115,-0.005,-5.139,-0.154,5.373,-0.052,-0.132,-0.002,-4.405,-0.132,7.374,-0.036,-0.122
1,0.15,0.1,0.05,0.05,0.1,0.0,0.15,0.0,0.05,0.1,0.0,0.1,0.0,0.05,0.05,0.05,0.053,0.035,0.018,0.018,0.035,0.0,0.053,0.0,0.018,0.035,0.0,0.035,0.0,0.018,0.018,0.018,0.104,0.045,0.073,0.053,0.058,0.074,0.056,0.05,0.074,0.057,0.01,-3.801,-0.159,-2.748,-0.001,-0.003,-0.0,0.244,0.058,7.947,-0.013,-0.034,-0.007,-2.304,0.052,-0.387,-0.014,-0.033,-0.013,-0.761,-0.078,3.141,-0.024,-0.034,-0.008,-0.451,-0.101,2.996,-0.021,-0.019,-0.002,-2.754,0.023,0.229,-0.053,-0.036,0.005,-1.12,-0.256,1.575,-0.024,-0.01,0.008,0.897,0.039,0.395,-0.026,0.001,0.003,-5.935,0.173,10.928,-0.056,-0.082,-0.003,-2.999,-0.198,8.947,-0.108,-0.119
1,0.05,0.0,0.05,0.1,0.1,0.0,0.0,0.05,0.1,0.1,0.05,0.05,0.0,0.05,0.15,0.15,0.026,0.0,0.026,0.051,0.051,0.0,0.0,0.026,0.051,0.051,0.026,0.026,0.0,0.026,0.077,0.077,0.057,0.052,0.047,0.035,0.06,0.052,0.029,0.055,0.053,0.048,-0.001,-0.826,0.034,-0.582,-0.004,-0.004,-0.002,-0.995,-0.167,-0.69,-0.03,-0.026,0.002,-0.167,-0.048,1.062,-0.017,-0.008,-0.004,1.225,0.092,3.345,-0.013,0.018,0.0,0.464,-0.068,-0.319,-0.019,0.017,0.004,-0.087,0.009,-0.226,-0.05,-0.002,-0.003,1.035,0.049,2.348,-0.022,0.009,-0.001,-0.007,0.129,-1.917,-0.03,0.012,-0.0,-0.772,-0.311,-2.249,-0.078,-0.028,-0.002,-2.423,-0.326,0.974,-0.038,-0.023
1,0.1,0.1,0.15,0.05,0.1,0.0,0.0,0.1,0.1,0.05,0.0,0.05,0.1,0.05,0.05,0.0,0.051,0.051,0.076,0.025,0.051,0.0,0.0,0.051,0.051,0.025,0.0,0.025,0.051,0.025,0.025,0.0,0.062,0.049,0.046,0.062,0.03,0.052,0.059,0.044,0.054,0.033,0.002,-1.345,0.031,-0.593,-0.0,0.001,-0.001,-0.945,-0.05,-0.757,-0.025,-0.02,0.001,-0.076,0.052,1.09,-0.029,-0.016,-0.001,-1.325,-0.065,1.138,-0.031,-0.022,-0.003,1.943,-0.15,0.161,-0.064,-0.046,-0.004,0.047,-0.153,2.756,-0.074,-0.049,-0.002,-2.588,-0.201,1.749,-0.079,-0.05,-0.004,-1.322,-0.008,5.868,-0.101,-0.057,0.002,-2.147,0.076,-3.215,-0.093,-0.052,0.005,-1.869,0.03,-1.621,-0.048,-0.046
1,0.05,0.05,0.0,0.15,0.0,0.1,0.0,0.05,0.05,0.0,0.05,0.05,0.15,0.05,0.1,0.15,0.027,0.027,0.0,0.082,0.0,0.055,0.0,0.027,0.027,0.0,0.027,0.027,0.082,0.027,0.055,0.082,0.05,0.045,0.041,0.05,0.031,0.044,0.039,0.038,0.075,0.042,0.003,-0.857,0.11,0.05,0.001,0.018,0.0,-0.717,0.02,-0.526,-0.025,-0.01,0.001,-1.916,-0.187,-1.229,-0.039,-0.038,0.0,-3.782,-0.072,0.122,-0.012,-0.038,-0.001,-2.199,0.042,4.084,-0.023,-0.049,-0.001,-4.014,0.117,3.917,-0.042,-0.094,-0.001,-3.739,-0.023,3.781,-0.064,-0.137,-0.004,-4.022,-0.258,3.25,-0.105,-0.174,-0.003,-6.94,-0.509,-0.378,-0.115,-0.182,-0.004,-5.656,-0.263,-1.332,-0.132,-0.197
1,0.1,0.05,0.05,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.2,0.1,0.05,0.0,0.1,0.2,0.042,0.021,0.021,0.0,0.0,0.0,0.021,0.021,0.021,0.0,0.084,0.042,0.021,0.0,0.042,0.084,0.052,0.044,0.068,0.057,0.075,0.046,0.058,0.042,0.065,0.073,0.002,0.325,-0.038,-0.091,0.002,0.017,-0.003,1.531,-0.286,1.98,-0.012,-0.009,-0.002,-1.006,0.081,2.111,-0.003,-0.0,0.005,1.665,0.089,2.51,0.007,0.029,-0.0,-0.389,-0.331,0.628,-0.02,0.014,0.005,0.753,0.001,-1.229,-0.04,-0.002,0.007,-3.924,0.405,-3.449,-0.063,-0.029,0.0,-5.345,0.053,-5.289,-0.095,-0.08,-0.005,-8.977,-0.282,-5.938,-0.062,-0.11,0.001,-9.524,0.106,-6.205,-0.051,-0.094
1,0.1,0.05,0.05,0.05,0.0,0.05,0.05,0.1,0.05,0.05,0.0,0.0,0.1,0.05,0.0,0.3,0.05,0.025,0.025,0.025,0.0,0.025,0.025,0.05,0.025,0.025,0.0,0.0,0.05,0.025,0.0,0.15,0.063,0.065,0.046,0.044,0.05,0.053,0.027,0.057,0.053,0.041,0.003,-0.816,0.126,-0.964,0.001,0.008,-0.002,-0.697,-0.217,-3.398,-0.001,-0.001,-0.004,0.532,-0.266,-4.279,-0.024,-0.018,-0.003,0.057,-0.091,-2.477,-0.034,-0.026,-0.002,-0.608,0.051,-2.028,-0.022,-0.011,0.001,-0.557,0.205,-1.286,-0.007,0.012,0.002,1.345,0.109,-3.393,-0.008,0.023,0.006,-1.676,-0.098,-0.829,-0.023,0.014,0.002,-0.099,-0.092,-1.799,-0.024,0.01,-0.002,0.625,-0.109,-5.563,-0.027,0.014
1,0.0,0.0,0.05,0.0,0.05,0.1,0.05,0.1,0.0,0.15,0.0,0.1,0.0,0.05,0.2,0.15,0.0,0.0,0.021,0.0,0.021,0.042,0.021,0.042,0.0,0.063,0.0,0.042,0.0,0.021,0.085,0.063,0.075,0.051,0.058,0.058,0.052,0.078,0.048,0.061,0.025,0.072,0.005,-2.101,-0.053,-0.909,0.0,0.007,-0.001,0.471,-0.024,2.781,-0.011,-0.01,-0.005,0.496,-0.036,-3.743,-0.016,0.007,-0.004,0.807,-0.062,-1.362,-0.028,0.019,-0.005,0.086,-0.002,0.435,-0.005,0.015,-0.003,-0.172,0.022,-10.289,-0.003,0.007,0.002,-0.456,-0.108,-5.632,0.029,0.018,0.008,0.918,0.118,-8.697,0.027,0.038,0.005,1.398,0.065,4.311,0.007,-0.013,-0.003,-5.075,-0.181,2.474,-0.039,-0.059
1,0.0,0.05,0.05,0.0,0.05,0.15,0.05,0.0,0.05,0.05,0.15,0.15,0.0,0.05,0.1,0.1,0.0,0.02,0.02,0.0,0.02,0.059,0.02,0.0,0.02,0.02,0.059,0.059,0.0,0.02,0.039,0.039,0.07,0.069,0.065,0.043,0.071,0.059,0.05,0.069,0.052,0.058,-0.005,-1.417,-0.186,-0.488,-0.0,0.001,-0.002,-1.059,0.111,-0.246,0.0,-0.014,0.001,1.167,-0.161,-1.065,0.036,0.023,-0.002,3.687,-0.074,-0.737,0.02,0.021,-0.002,-0.463,0.094,-1.996,0.006,-0.022,0.002,2.477,-0.089,-9.793,0.014,-0.009,0.006,4.338,0.224,-6.984,0.001,0.008,-0.006,1.831,-0.245,-8.829,-0.029,-0.004,-0.003,-0.181,0.084,3.718,-0.05,-0.066,0.004,-0.908,-0.172,2.321,-0.098,-0.107
1,0.05,0.0,0.05,0.0,0.0,0.0,0.15,0.05,0.0,0.15,0.05,0.15,0.1,0.05,0.05,0.15,0.015,0.0,0.015,0.0,0.0,0.0,0.046,0.015,0.0,0.046,0.015,0.046,0.031,0.015,0.015,0.046,0.091,0.062,0.078,0.06,0.083,0.069,0.071,0.059,0.055,0.062,-0.0,-1.653,-0.09,-3.476,-0.001,0.002,-0.002,-1.999,0.05,0.339,-0.001,0.009,0.001,-0.554,-0.085,-2.381,0.01,0.023,-0.003,1.199,-0.002,-0.161,0.014,0.035,0.004,0.417,0.006,-3.891,0.048,0.049,-0.001,-0.056,-0.007,1.624,0.04,0.042,-0.002,2.314,-0.106,-8.85,0.051,0.065,0.006,1.337,0.139,-11.496,0.036,0.034,-0.002,-2.826,-0.304,1.225,0.024,-0.014,-0.003,-3.964,0.121,-2.137,-0.017,-0.052
1,0.0,0.0,0.0,0.05,0.0,0.2,0.2,0.0,0.05,0.05,0.2,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.017,0.0,0.069,0.069,0.0,0.017,0.017,0.069,0.017,0.0,0.034,0.0,0.034,0.057,0.077,0.081,0.061,0.052,0.04,0.057,0.083,0.075,0.073,-0.005,1.255,-0.191,-0.701,-0.001,0.014,-0.006,-3.523,0.086,5.687,-0.002,-0.035,0.004,-4.158,0.034,4.365,-0.006,-0.05,-0.007,-0.715,-0.055,3.931,-0.011,-0.048,0.0,0.626,0.125,2.972,-0.028,-0.04,0.003,3.464,-0.135,3.929,-0.004,0.007,0.004,2.503,0.039,-0.794,0.011,0.041,0.001,1.231,-0.133,-5.636,-0.013,0.016,-0.009,-1.314,0.108,6.096,-0.013,-0.027,0.007,-0.074,-0.186,3.768,-0.044,-0.01
1,0.2,0.0,0.05,0.15,0.1,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.1,0.05,0.05,0.1,0.116,0.0,0.029,0.087,0.058,0.029,0.0,0.029,0.029,0.029,0.0,0.0,0.058,0.029,0.029,0.058,0.045,0.049,0.038,0.046,0.037,0.036,0.053,0.044,0.037,0.033,0.001,-0.251,0.192,-0.468,-0.003,0.002,0.0,-0.095,0.171,0.816,0.011,0.013,0.001,-0.848,0.036,1.17,0.001,0.01,-0.002,-0.35,-0.221,3.424,-0.013,0.007,-0.002,-0.653,-0.167,4.158,-0.032,-0.029,-0.002,0.926,-0.328,-3.53,-0.034,-0.028,-0.004,-0.614,-0.201,-0.194,-0.054,-0.043,-0.001,-1.85,0.029,2.557,-0.021,-0.038,0.002,-1.113,0.199,0.809,-0.073,-0.068,0.001,-0.584,0.155,4.047,-0.057,-0.059
1,0.0,0.1,0.1,0.05,0.15,0.05,0.0,0.05,0.1,0.1,0.1,0.05,0.0,0.05,0.1,0.0,0.0,0.048,0.048,0.024,0.072,0.024,0.0,0.024,0.048,0.048,0.048,0.024,0.0,0.024,0.048,0.0,0.071,0.048,0.044,0.055,0.047,0.061,0.033,0.074,0.065,0.023,-0.001,-1.894,-0.021,-0.413,0.0,-0.0,-0.002,2.358,0.011,-0.845,0.001,0.008,0.003,1.522,0.014,1.427,0.028,0.016,-0.001,0.354,-0.094,0.809,0.001,-0.003,-0.005,3.652,-0.033,-0.319,-0.003,0.007,-0.0,0.853,-0.117,2.32,0.033,0.005,0.001,5.61,-0.091,-0.449,0.035,0.034,-0.003,0.844,-0.04,0.785,0.08,0.034,-0.003,3.249,-0.077,-8.211,0.092,0.064,0.002,6.766,-0.04,-5.263,0.15,0.078
1,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.1,0.1,0.2,0.15,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.033,0.033,0.067,0.05,0.017,0.017,0.017,0.0,0.106,0.056,0.063,0.065,0.07,0.035,0.069,0.071,0.062,0.069,0.002,-4.368,0.045,-2.856,-0.001,-0.016,0.0,2.764,0.009,-5.646,0.011,0.022,-0.01,-0.521,-0.053,2.402,0.01,-0.0,-0.001,0.626,-0.012,-0.464,-0.009,-0.017,0.0,-0.005,0.05,-0.204,0.002,-0.004,0.003,5.064,-0.032,-2.327,-0.009,-0.009,-0.004,-3.221,-0.074,-3.239,-0.017,-0.055,-0.003,-2.225,-0.119,-0.039,-0.021,-0.037,-0.006,0.096,-0.053,-2.273,-0.052,-0.038,0.002,-2.681,-0.036,-0.253,0.005,-0.044
1,0.0,0.1,0.05,0.1,0.1,0.05,0.0,0.15,0.0,0.05,0.1,0.0,0.1,0.1,0.05,0.05,0.0,0.049,0.024,0.049,0.049,0.024,0.0,0.073,0.0,0.024,0.049,0.0,0.049,0.049,0.024,0.024,0.06,0.041,0.066,0.038,0.038,0.055,0.049,0.078,0.026,0.064,-0.002,-1.702,0.048,-0.05,-0.002,-0.003,-0.004,1.465,-0.01,2.237,-0.01,0.001,0.002,-2.23,0.106,3.601,0.021,0.001,0.002,1.559,0.045,-1.974,0.027,0.016,-0.002,-0.802,-0.137,-2.533,0.016,-0.014,-0.0,-3.48,-0.023,-1.654,0.052,-0.018,0.0,-2.294,0.023,1.696,0.046,-0.006,-0.001,-5.456,-0.142,0.189,0.029,-0.055,-0.001,2.1,-0.079,0.383,0.035,-0.036,0.004,-4.793,0.12,-0.621,0.039,-0.049
1,0.05,0.1,0.0,0.05,0.1,0.05,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.1,0.4,0.028,0.056,0.0,0.028,0.056,0.028,0.0,0.0,0.0,0.028,0.0,0.028,0.028,0.0,0.056,0.225,0.057,0.046,0.042,0.038,0.048,0.036,0.032,0.051,0.054,0.033,-0.0,-1.275,0.058,-0.199,-0.001,0.004,-0.001,0.155,-0.066,0.781,0.002,0.009,-0.001,-0.619,-0.152,1.994,0.018,-0.004,0.001,-0.035,-0.091,-4.579,0.013,-0.002,-0.001,-1.872,-0.23,-4.196,0.033,-0.011,-0.005,-0.427,-0.018,-3.256,0.037,-0.002,0.002,0.208,0.1,-2.02,0.042,0.01,0.003,0.132,0.071,-3.662,0.027,0.012,-0.001,-1.514,-0.13,-2.421,0.059,-0.001,0.001,1.367,0.037,-1.032,0.065,0.008
1,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.1,0.05,0.15,0.2,0.0,0.0,0.05,0.1,0.15,0.0,0.0,0.039,0.0,0.02,0.0,0.02,0.039,0.02,0.059,0.079,0.0,0.0,0.02,0.039,0.059,0.06,0.074,0.066,0.058,0.062,0.069,0.036,0.05,0.06,0.072,-0.001,0.174,-0.071,-0.726,0.001,0.012,-0.0,-1.048,0.029,-2.158,-0.023,-0.022,-0.005,-3.582,-0.004,-1.211,-0.041,-0.055,0.002,-3.012,-0.08,0.398,-0.011,-0.045,0.001,-1.41,0.021,1.982,-0.023,-0.026,-0.0,-0.536,-0.227,-5.695,-0.013,-0.0,-0.004,-0.097,0.003,-4.862,-0.032,-0.025,-0.003,-4.806,-0.101,5.588,-0.055,-0.095,0.003,-6.406,-0.211,4.947,-0.096,-0.127,0.002,-4.655,0.163,4.937,-0.088,-0.1
1,0.15,0.0,0.15,0.1,0.05,0.0,0.0,0.0,0.1,0.0,0.05,0.1,0.15,0.05,0.05,0.05,0.079,0.0,0.079,0.053,0.026,0.0,0.0,0.0,0.053,0.0,0.026,0.053,0.079,0.026,0.026,0.026,0.056,0.047,0.058,0.046,0.037,0.05,0.033,0.051,0.051,0.045,0.0,-1.364,0.04,0.039,0.001,0.005,-0.005,0.125,-0.146,2.468,-0.012,-0.013,0.003,-2.404,0.119,1.536,-0.016,-0.012,0.004,0.801,-0.079,0.645,-0.017,-0.004,-0.002,1.261,-0.163,4.232,-0.027,-0.009,-0.003,0.741,0.05,5.474,-0.013,0.012,0.002,1.937,0.283,6.789,0.025,0.022,0.001,-0.098,-0.012,5.829,-0.014,-0.011,-0.004,1.6,-0.289,1.785,-0.014,-0.007,-0.001,-0.767,-0.018,0.879,-0.022,-0.014
1,0.15,0.15,0.0,0.1,0.15,0.1,0.0,0.1,0.05,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.083,0.083,0.0,0.056,0.083,0.056,0.0,0.056,0.028,0.0,0.0,0.0,0.056,0.028,0.028,0.0,0.06,0.034,0.041,0.051,0.028,0.064,0.027,0.053,0.044,0.041,0.002,-1.794,0.039,0.064,0.001,0.005,-0.001,1.884,-0.101,1.032,0.012,0.018,0.001,0.304,0.082,2.09,0.04,0.024,0.0,0.901,0.09,1.378,0.04,0.03,0.001,4.204,0.184,2.611,0.052,0.055,-0.003,-0.415,-0.044,4.263,0.09,0.056,-0.008,5.621,-0.048,3.599,0.094,0.07,-0.005,1.97,0.033,5.526,0.141,0.081,0.001,5.922,0.107,4.531,0.15,0.094,-0.002,4.42,0.359,3.821,0.159,0.1
1,0.1,0.05,0.1,0.1,0.0,0.05,0.0,0.05,0.1,0.0,0.05,0.1,0.15,0.0,0.1,0.05,0.05,0.025,0.05,0.05,0.0,0.025,0.0,0.025,0.05,0.0,0.025,0.05,0.076,0.0,0.05,0.025,0.054,0.048,0.056,0.039,0.041,0.057,0.044,0.048,0.031,0.078,0.001,-0.989,-0.02,-0.172,0.001,0.007,-0.004,0.565,-0.225,-2.69,0.002,0.011,0.001,-0.223,0.081,-1.567,0.016,0.026,0.003,3.182,0.032,-1.082,0.028,0.04,0.003,2.183,0.021,-2.032,0.004,0.024,0.002,-2.488,0.077,-3.011,-0.014,-0.005,-0.004,-0.595,-0.043,0.053,-0.029,-0.007,0.001,-2.279,-0.038,-0.662,-0.063,-0.032,0.003,-0.55,-0.039,3.67,-0.085,-0.037,-0.002,-8.227,-0.078,2.121,-0.096,-0.034
1,0.1,0.1,0.05,0.1,0.2,0.05,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.15,0.0,0.05,0.057,0.057,0.028,0.057,0.114,0.028,0.0,0.057,0.028,0.028,0.0,0.0,0.0,0.085,0.0,0.028,0.058,0.04,0.043,0.03,0.051,0.039,0.031,0.039,0.054,0.047,0.0,-0.744,-0.007,-0.884,0.001,0.006,-0.004,-0.825,-0.137,1.5,0.031,0.002,-0.004,0.874,-0.09,-0.387,0.029,0.01,0.002,2.492,-0.17,1.263,0.047,0.032,0.002,0.814,0.252,2.337,0.06,0.053,0.002,1.675,0.163,3.346,0.102,0.064,-0.003,3.937,-0.005,3.283,0.105,0.083,-0.004,3.088,0.165,4.044,0.153,0.077,0.001,0.534,-0.053,3.713,0.126,0.049,-0.002,2.81,-0.042,5.421,0.161,0.091
1,0.0,0.05,0.05,0.1,0.05,0.05,0.0,0.05,0.15,0.05,0.1,0.0,0.0,0.0,0.15,0.2,0.0,0.027,0.027,0.054,0.027,0.027,0.0,0.027,0.081,0.027,0.054,0.0,0.0,0.0,0.081,0.108,0.045,0.046,0.051,0.037,0.042,0.045,0.041,0.041,0.055,0.058,0.001,0.426,-0.055,-0.241,0.002,0.011,-0.001,-0.009,-0.143,0.798,0.027,-0.002,-0.0,0.186,-0.015,-5.297,0.029,0.01,-0.003,0.605,-0.094,-3.592,0.063,0.027,0.001,1.158,0.166,-3.084,0.078,0.042,-0.001,2.34,-0.089,-2.147,0.096,0.067,-0.0,4.136,-0.013,-5.603,0.106,0.092,0.003,3.398,0.024,-6.408,0.075,0.081,-0.003,1.913,-0.166,-5.335,0.119,0.067,-0.002,4.024,0.156,-4.784,0.145,0.103
1,0.05,0.0,0.05,0.15,0.05,0.0,0.0,0.05,0.05,0.0,0.05,0.1,0.1,0.1,0.1,0.15,0.027,0.0,0.027,0.081,0.027,0.0,0.0,0.027,0.027,0.0,0.027,0.054,0.054,0.054,0.054,0.081,0.053,0.052,0.05,0.044,0.04,0.057,0.033,0.047,0.026,0.058,-0.002,-1.118,0.03,0.078,-0.003,-0.002,0.0,0.102,-0.091,0.965,0.008,0.008,0.001,-0.533,-0.144,2.526,0.041,0.024,0.001,-0.491,-0.203,2.385,0.009,-0.01,-0.003,0.771,0.04,3.737,0.025,0.004,-0.002,1.032,0.001,3.045,0.028,0.023,-0.003,0.628,0.254,2.834,0.001,-0.024,-0.003,-1.918,0.032,5.088,0.043,-0.026,-0.002,0.806,-0.03,9.813,0.033,-0.02,0.001,-3.164,-0.105,9.553,-0.015,-0.071
1,0.2,0.1,0.1,0.1,0.05,0.1,0.0,0.05,0.1,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.108,0.054,0.054,0.054,0.027,0.054,0.0,0.027,0.054,0.0,0.0,0.027,0.081,0.0,0.0,0.0,0.059,0.038,0.053,0.047,0.034,0.062,0.043,0.047,0.034,0.045,0.002,-1.932,0.117,0.036,0.001,0.009,-0.003,0.411,0.095,-0.708,-0.014,-0.027,-0.004,-1.551,-0.032,-1.245,-0.028,-0.061,0.002,1.072,-0.285,-2.286,-0.026,-0.062,0.0,1.141,-0.133,-3.333,-0.028,-0.057,-0.002,-1.795,-0.059,-6.361,-0.025,-0.043,-0.003,-1.313,-0.06,-7.834,-0.031,-0.05,0.001,-0.509,0.017,-9.219,-0.033,-0.054,0.003,1.001,0.059,-5.732,-0.05,-0.065,0.0,-2.213,-0.116,-7.621,-0.057,-0.064
1,0.05,0.15,0.05,0.0,0.05,0.0,0.0,0.1,0.1,0.0,0.05,0.1,0.05,0.0,0.15,0.15,0.024,0.073,0.024,0.0,0.024,0.0,0.0,0.049,0.049,0.0,0.024,0.049,0.024,0.0,0.073,0.073,0.06,0.062,0.038,0.043,0.061,0.051,0.045,0.051,0.063,0.039,-0.005,-1.05,-0.058,-0.064,-0.001,0.003,-0.005,-0.003,-0.064,-1.266,-0.005,0.0,0.004,1.857,0.036,-2.353,-0.037,-0.02,-0.001,0.602,-0.154,-1.763,-0.006,-0.022,-0.007,-1.813,-0.284,0.972,-0.025,-0.027,0.004,0.532,0.115,-0.357,-0.032,-0.024,0.004,-0.072,0.017,-1.968,-0.047,-0.031,-0.007,0.214,-0.243,-1.127,-0.038,-0.007,-0.002,0.179,0.026,-2.794,-0.046,-0.003,0.005,2.205,-0.182,-2.032,-0.006,-0.007
1,0.1,0.05,0.05,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.25,0.05,0.05,0.1,0.051,0.026,0.026,0.077,0.0,0.0,0.0,0.051,0.0,0.0,0.0,0.051,0.129,0.026,0.026,0.051,0.059,0.036,0.053,0.059,0.048,0.059,0.025,0.06,0.035,0.053,-0.002,-1.443,0.008,-0.05,0.001,0.002,-0.002,2.411,-0.045,-0.409,0.001,-0.001,-0.003,0.078,-0.033,0.365,0.03,-0.002,-0.001,0.226,0.152,-2.553,0.032,0.003,-0.0,-0.145,0.084,-3.309,0.031,-0.0,-0.0,-1.098,-0.15,0.068,0.021,-0.011,0.009,1.629,-0.108,-0.449,-0.011,-0.039,-0.004,-2.053,-0.249,3.5,-0.027,-0.053,-0.001,1.743,0.035,3.565,-0.028,-0.056,-0.004,-1.354,-0.149,2.005,-0.034,-0.063
1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.052,0.052,0.052,0.052,0.0,0.0,0.052,0.052,0.0,0.052,0.0,0.052,0.052,0.0,0.052,0.046,0.048,0.044,0.054,0.044,0.051,0.051,0.044,0.054,0.039,-0.0,-0.073,0.073,0.064,-0.002,0.004,-0.004,-0.042,-0.082,-1.053,-0.017,-0.013,-0.002,0.755,-0.09,-3.594,-0.012,0.003,0.001,-0.422,-0.01,-4.957,-0.036,-0.017,0.005,-1.635,-0.023,-6.098,-0.044,-0.051,-0.001,-4.984,0.042,-7.65,-0.061,-0.091,-0.002,-4.656,-0.188,-4.713,-0.064,-0.081,-0.002,-5.287,-0.344,-3.702,-0.024,-0.089,0.001,-7.459,-0.328,-5.148,-0.056,-0.13,0.0,-5.589,-0.099,-3.532,-0.024,-0.09
